"course_id","year","name","subject","title","description","units_min","units_max","repeatable","grading_basis","final_exam","academic_group","academic_org","way_a_ii","way_aqr","way_ce","way_edp","way_er","way_fr","way_sma","way_si"
"213687","2022-2023","CHEMENG 196","CHEMENG","Creating and Leading New Ventures in Engineering and Science-based Industries (CHEM 196, CHEM 296, CHEMENG 296)","Open to seniors and graduate students interested in the creation of new ventures and entrepreneurship in engineering and science intensive industries such as chemical, energy, materials, bioengineering, environmental, clean-tech, pharmaceuticals, medical, and biotechnology. Exploration of the dynamics, complexity, and challenges that define creating new ventures, particularly in industries that require long development times, large investments, integration across a wide range of technical and non-technical disciplines, and the creation and protection of intellectual property.  Covers business basics, opportunity viability, creating start-ups, entrepreneurial leadership, and entrepreneurship as a career. Teaching methods include lectures, case studies, guest speakers, and individual and team projects.","3","3","False","Letter (ABCD/NP)","False","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"103678","2022-2023","CHEMENG 274","CHEMENG","Environmental Microbiology I (BIO 273A, CEE 274A, CHEMENG 174)","Basics of microbiology and biochemistry. The biochemical and biophysical principles of biochemical reactions, energetics, and mechanisms of energy conservation. Diversity of microbial catabolism, flow of organic matter in nature: the carbon cycle, and biogeochemical cycles. Bacterial physiology, phylogeny, and the ecology of microbes in soil and marine sediments, bacterial adhesion, and biofilm formation. Microbes in the degradation of pollutants. Prerequisites: CHEM 33,CHEM 121 (formerly CHEM 35), and BIOSCI 83, CHEMENG 181, or equivalents.","3","3","False","Letter or Credit/No Credit","True","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"205215","2022-2023","CHEMENG 281","CHEMENG","Biochemistry I (CHEM 181, CHEMENG 181)","Structure and function of major classes of biomolecules, including proteins, carbohydrates and lipids. Mechanistic analysis of properties of proteins including catalysis, signal transduction and membrane transport. Students will also learn to critically analyze data from the primary biochemical literature. Satisfies Central Menu Area 1 for Bio majors. Prerequisites: Chem 121.","4","4","False","Letter or Credit/No Credit","True","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"205216","2022-2023","CHEMENG 283","CHEMENG","Biochemistry II (CHEM 183, CHEMENG 183)","Focus on metabolic biochemistry: the study of chemical reactions that provide the cell with the energy and raw materials necessary for life. Topics include glycolysis, gluconeogenesis, the citric acid cycle, oxidative phosphorylation, photosynthesis, the pentose phosphate pathway, and the metabolism of glycogen, fatty acids, amino acids, and nucleotides as well as the macromolecular machines that synthesize RNA, DNA, and proteins. Medical relevance is emphasized throughout. Satisfies Central Menu Area 1 for Bio majors. Prerequisite: CHEM 181 or CHEM 141 or CHEMENG 181/281.","3","3","False","Letter or Credit/No Credit","True","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"223468","2022-2023","CHEMENG 289","CHEMENG","Career Building: Entrepreneurship / Intrapreneurship, People, Innovation, Decision-Making and Impact (CHEMENG 189, ENGR 289, RAD 189, RAD 289)","This course is designed to enable graduate students and advanced undergraduate students in science and engineering to hone strategies for career success. Drawing strongly on entrepreneurial principles and lessons from industry, the course complements the traditional curriculum by focusing on career-building tools that students need to improve their professional prospects and achieve their goals. Relevant for those who plan to pursue careers in academia and industry alike, a central focus will be on managing one's career as if it were a start-up, emphasizing principles that empower individuals to take more control of their futures: investing in yourself, building professional networks, taking intelligent risks, and making uncertainty and volatility work to one's advantage. Through a series of in-classroom presentations and interviews - with professors, entrepreneurs, executives, athletes, investors, and thought leaders from diverse fields and sectors - students will gain important knowledge and practical strategies, with course modules on topics such as ideation and innovation, the skill of self-advocacy, the fundamentals of negotiation, building and managing teams, and effective communication and storytelling. Additional modules will focus on biotechnology and deep tech start-up companies, as well as strategies for cultivating a successful academic career. The idea for this course emerged from the instructor's reflections on 30 years of research, teaching, mentorship, and deep entrepreneurial experiences spanning the gamut of approaches to translational science - academic discovery, invention, conceiving of and leading multi-institutional research centers, building research and business teams, launching and financing start-ups, building business models to advance real-world applications of cutting-edge science, and seeing through research-based companies to success (including growing an idea into a multi-billion dollar company). For this course, students will be expected to complete relevant reading assignments, participate actively in class dialogue, and complete regular writing assignments focused on course topics as they relate to ones own career-building needs and professional aspirations. Students may also have opportunities to lead class discussions on topics of interest.","3","3","False","Letter or Credit/No Credit","True","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"213687","2022-2023","CHEMENG 296","CHEMENG","Creating and Leading New Ventures in Engineering and Science-based Industries (CHEM 196, CHEM 296, CHEMENG 196)","Open to seniors and graduate students interested in the creation of new ventures and entrepreneurship in engineering and science intensive industries such as chemical, energy, materials, bioengineering, environmental, clean-tech, pharmaceuticals, medical, and biotechnology. Exploration of the dynamics, complexity, and challenges that define creating new ventures, particularly in industries that require long development times, large investments, integration across a wide range of technical and non-technical disciplines, and the creation and protection of intellectual property.  Covers business basics, opportunity viability, creating start-ups, entrepreneurial leadership, and entrepreneurship as a career. Teaching methods include lectures, case studies, guest speakers, and individual and team projects.","3","3","False","Letter (ABCD/NP)","False","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"103383","2022-2023","CHEMENG 300","CHEMENG","Applied Mathematics in the Chemical and Biological Sciences (CME 330)","Mathematical solution methods via applied problems including chemical reaction sequences, mass and heat transfer in chemical reactors, quantum mechanics, fluid mechanics of reacting systems, and chromatography. Topics include generalized vector space theory, linear operator theory with eigenvalue methods, phase plane methods, perturbation theory (regular and singular), solution of parabolic and elliptic partial differential equations, and transform methods (Laplace and Fourier). Prerequisites: CME 102/ENGR 155A and CME 104/ENGR 155B, or equivalents.","3","3","False","Letter (ABCD/NP)","False","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"103384","2022-2023","CHEMENG 310","CHEMENG","Microhydrodynamics (ME 451D)","Transport phenomena on small-length scales appropriate to applications in microfluidics, complex fluids, and biology. The basic equations of mass, momentum, and energy, derived for incompressible fluids and simplified to the slow-flow limit. Topics: solution techniques utilizing expansions of harmonic and Green's functions; singularity solutions; flows involving rigid particles and fluid droplets; applications to suspensions; lubrication theory for flows in confined geometries; slender body theory; and capillarity and wetting. Prerequisites: CHEMENG 120A, CHEMENG 120B, CHEMENG 300, or equivalents.","3","3","False","Letter or Credit/No Credit","True","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"210286","2022-2023","CHEMENG 320","CHEMENG","Chemical Kinetics and Reaction Engineering","Theoretical and experimental tools useful in understanding and manipulating reactions mediated by small-molecules and biological catalysts. Theoretical: first classical chemical kinetics and transition state theory; then RRKM theory and Monte Carlo simulations. Experimental approaches include practical application of modern spectroscopic techniques, stopped-flow measurements, temperature-jump experiments, and single-molecule approaches to chemical and biological systems. Both theory and application are framed with regard to systems of particular interest, including industrially relevant enzymes, organometallic catalysts, heterogeneous catalysis, electron transfer reactions, and chemical kinetics within living cells. Prerequisites: CHEMENG 130A and CHEMENG 130B or equivalents.","3","3","False","Letter or Credit/No Credit","True","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"140017","2022-2023","CHEMENG 340","CHEMENG","Molecular Thermodynamics","Classical thermodynamics and quantum mechanics. Development of statistical thermodynamics to address the collective behavior of molecules. Establishment of theories for gas, liquid, and solid phases, including phase transitions and critical behavior. Applications include electrolytes, ion channels, surface adsorption, ligand binding to proteins, hydrogen bonding in water, hydrophobicity, polymers, and proteins. Prerequisites: CHEMENG 110A and CHEMENG 110B or equivalents.","3","3","False","Letter or Credit/No Credit","True","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"103386","2022-2023","CHEMENG 345","CHEMENG","Fundamentals and Applications of Spectroscopy (PHOTON 345)","Theoretical basis and experimental aspects of atomic and molecular spectroscopy, including spectroscopic transitions, transition probabilities, and selection rules. Applications of rotational, vibrational, and electronic spectroscopies emphasize the use of spectroscopy in modern research. Specific topics include but are not limited to microwave spectroscopy, infrared spectroscopy and Raman scattering, and photoelectron and fluorescence spectroscopies. Prerequisites: CME 104 or an equivalent intro to partial differential equations; CHEMENG 110A or CHEM 171 or an equivalent intro to physical chemistry.","3","3","False","Letter or Credit/No Credit","True","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"213134","2022-2023","CHEMENG 420","CHEMENG","Growth and Form","Advanced topics course examining the role of physical forces in shaping living cells, tissues, and organs, making use of D'Arcy Thompson's classic text On Growth and Form. The course begins with a review of relevant physical principles drawn from statistical physics, polymer theory, rheology and materials science. We then examine current knowledge of cellular mechanotransduction pathways, the roles of physical forces in guiding embryonic development, and the contribution of aberrant cellular response to mechanical cues in heart disease and cancer. The course concludes by examining current frontiers in stem cell biology and tissue engineering.","3","3","False","Letter or Credit/No Credit","True","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"103395","2022-2023","CHEMENG 424","CHEMENG","Structure and Reactivity of Solid Surfaces","The structure of solid surfaces including experimental methods for determining the structure of single crystal surfaces. The adsorption of molecules on these surfaces including the thermodynamics of adsorption processes, surface diffusion, and surface reactions. Molecular structure of adsorbates. Current topics in surface structure and reactivity, including systems for heterogeneous catalysis and electronic materials.","3","3","False","Letter (ABCD/NP)","True","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"222696","2022-2023","CHEMENG 443","CHEMENG","Principles and practice of heterogeneous catalysis","Principles and practical aspects of heterogeneous catalysis. Preparation of catalytic solids. Techniques for the structural characterization of catalysts, including in-situ and operando. Best practices in both structural and catalytic characterization. Kinetic experiments for the characterization of catalytic activity of materials and the determination of active sites. Examples of industrial catalytic processes utilizing heterogeneous catalysts. Perspectives on the role of heterogeneous catalysis in energy and environmental challenges. Pre-Reqs: UG physical chemistry (171), thermodynamics (110) and kinetics (130) or equivalents.","3","3","False","Letter (ABCD/NP)","True","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"103398","2022-2023","CHEMENG 450","CHEMENG","Advances in Biotechnology (BIOE 450)","Overview of cutting edge advances in biotechnology with a focus on therapeutic and health-related topics. Academic and industrial speakers from a range of areas including protein engineering, immuno-oncology, DNA sequencing, the microbiome, phamacogenomics, industrial enzymes, synthetic biology, and more.  Course is designed for students interested in pursuing a career in the biotech industry","3","3","False","Letter or Credit/No Credit","False","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"205211","2022-2023","CHEMENG 464","CHEMENG","Polymer Chemistry","Polymer material design, synthesis, characterization, and application. Topics include organic and kinetic aspects of polymerization, polymer characterization techniques, and structure and properties of bulk polymers for commercial applications and emerging technologies.","3","3","False","Letter or Credit/No Credit","False","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"213139","2022-2023","CHEMENG 470","CHEMENG","Mechanics of Soft Matter: Rheology (CHEMENG 170X)","Soft matter comes in many forms and includes polymeric materials, suspensions, emulsions, foams, gels, and living tissue. These materials are characterized by being easily deformed and possessing internal relaxation time spectra. They are viscoelastic with responses that are intermediate between purely viscous liquids and perfectly elastic solids. This course provides an introduction to the subject of rheology, which concerns the deformation and flow of complex liquids and solids. Rheological testing is aimed at determining the relationships between the applied stresses in these materials and the resulting deformations. These are characterized by material functions, such as viscosity (shear and extensional), moduli, and compliances. These functions reflect the microstructure of the material being tested and microstructural models of polymers (single chain theories and reptation-based models), suspensions, emulsions, and foams will be presented. Experimental methods to measure materials subjected to both shearing and elongational deformations will be described. Many soft matter systems are influenced by interfacial phenomena (foams, emulsions, thin films in the human body) and interfacial rheological techniques will be discussed. Advanced undergraduates register for 170X; graduates register for 470. Prerequisites: ChE 120A or its equivalent (concurrent enrollment is permissible)","3","3","False","Letter or Credit/No Credit","True","ENGR","CHEMENGR","False","False","False","False","False","False","False","False"
"223755","2022-2023","CEE 31B","CEE","Graphic Skills and Presentation","The course hones student ability to express architectural form and ideas through a variety of mediums, techniques, languages and communication styles. Students will explore drawing and 3D techniques to show process and idea development as well as communication of those ideas to others. Emphasis will be placed on analog techniques of representation and modeling, material investigations, visual and verbal presentation skills, graphic design, and the significance of &quot;the hand&quot; in creation.  As part of the course, students will have the opportunity to tour local workshops and engage with architectural craftspeople to build and expand skill sets. Historic and current precedents will be studied through model making, drawing, and a variety of presentation methods. Open to all level of students, but designed for Architectural Design majors who have taken CEE 31 or CEE 31Q the class will demonstrate how technique and craft can communicate concept, why iteration and intention are concomitant, and where the foundation of a personal design language begins.","4","4","False","Satisfactory/No Credit","False","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"216242","2022-2023","CEE 32G","CEE","Architecture Since 1900 (ARTHIST 142)","Art 142 is an introduction to the history of architecture since 1900 and how it has shaped and been shaped by its cultural contexts. The class also investigates the essential relationship between built form and theory during this period.","4","4","False","Letter or Credit/No Credit","True","ENGR","CIVENVRENG","True","False","False","False","False","False","False","False"
"217781","2022-2023","CEE 32V","CEE","Architectural Design Lecture Series Course","This seminar is a companion to the Spring Architecture and Landscape Architecture Lecture Series. Students will converse with lecturers before the lectures, attend the lecture, and prepare short documents (written, graphic, exploratory) for two of the lectures. The five course meeting dates will correspond with the five lecture dates: April 12, April 26, May 10, May 24, and June 8. The meeting times are 4:30 - 5:30 for the seminar and 6:30 - 7:45 for the lecture","1","1","True","Satisfactory/No Credit","False","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"218251","2022-2023","CEE 32W","CEE","Making Meaning: A Purposeful Life in Design","As designers, how do we lead a life with meaning?  What is a fulfilling life in design and how do we develop personal and professional practices that support this aim?  This experiential course will explore how to nourish a purposeful life amidst a culture that can value productivity over presence in the field, identifying &quot;busyness&quot; as a marker of personal worth.  How do we bring depth to not only the design process but our individual and collective lives as well?  Investigations will include: exploring personal passions, discovering  meaningful work in design, understanding work/life/play balance, practicing self-reflection, integrating wellness, cultivating community, and practicing design with integrity.  Our time in class with be enjoyed sharing discourse, play, and reflections with both the class cohort and designers that lead lives of purpose and meaning.","3","3","False","Satisfactory/No Credit","False","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"220790","2022-2023","CEE 33C","CEE","Housing Visions (URBANST 103C)","This course provides an introduction to American Housing practices, spanning from the Industrial Age to the present. Students will examine a range of projects that have aspired to a range of social, economic and/or environmental visions.  While learning about housing typologies, students will also evaluate the ethical role that housing plays within society.  The course focuses on the tactical potentials of housing, whether it is to provide a strong community, solve crisis situations, integrate social services, or encourage socio-economic mixture.  Students will learn housing design principles and organizational strategies, and the impact of design on the urban environment.  They will discuss themes of shared spaces and defensible spaces; and how design can accommodate the evolving demographics and culture of this country. For example, how can housing design address the changing relationship between living and working?  What is the role of housing and ownership in economic mobility? These issues will be discussed within the context the changing composition of the American population and economy.  n nThis course will be primarily discussion-based, using slideshows, readings and field trips as a departure points for student-generated conversations. Each student will be asked to lead a class discussion based on his/her research topic. Students will evaluate projects, identifying which aspects of the initial housing visions were realized, which did not, and why.  Eventually, students might identify factors that lead to &iquest;successful&iquest; projects, and/or formulate new approaches that can strengthen or redefine the progressive role of housing: one inclusive of the complex social, economic, and ethical dimensions of design.","3","3","False","Letter or Credit/No Credit","False","ENGR","CIVENVRENG","False","False","False","False","False","False","False","True"
"224594","2022-2023","CEE 33D","CEE","A World Built by Women","Preference to Architectural Design majors. As we stare down statistics that depict whole industries, political bodies, and rooms of-influence as dominated by primarily cis-gendered white men, we choose not to lose faith, but dare to ask, 'how would our world look, feel, and function if it were built by women?' This course is meant not as an historical survey of the objective accomplishments of female architects but as a future-facing call-to-action to envision a world built by women and gender-expansive people. What might our built environments look and feel like with bold, creative women at the helm? How might we celebrate and honor more diverse and brilliant perspectives in architecture across a broad gender spectrum? How might we demand greater space for women in architecture to lead an industry into its next era? And how might we support a rising generation of young women poised to build the world they want to see? Combining topical discussions, case studies, personal reflections, charrette exercises, and a culminating design/build experience at Girls Garage, this course will inspire students of all genders to draw from the lessons of women in architecture and imagine a built environment that represents us all.","3","3","False","Satisfactory/No Credit","True","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"224590","2022-2023","CEE 33E","CEE","A Global History of Architecture and Engineering (ARTHIST 133E)","An introduction to the history of architecture and engineering, and to basic concepts about how we construct the built environment. This course asks one simple question: what does it mean to &quot;make place&quot; during different moments in history? The class will attempt to answer this question through a series of case studies from around the world and from 3,500 BCE to the present. These buildings and sites will be examined through a global perspective that emphasizes the analysis of form, structure, and theory in their cultural contexts. The class will also establish connections, contrasts, and influences among different architectural movements and cultures.","5","5","False","Letter or Credit/No Credit","True","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"103438","2022-2023","CEE 63","CEE","Weather and Storms (CEE 263C)","Daily and severe weather and global climate. Topics: structure and composition of the atmosphere, fog and cloud formation, rainfall, local winds, wind energy, global circulation, jet streams, high and low pressure systems, inversions, el Ni&ntilde;o, la Ni&ntilde;a, atmosphere/ocean interactions, fronts, cyclones, thunderstorms, lightning, tornadoes, hurricanes, pollutant transport, global climate and atmospheric optics.","3","3","False","Letter or Credit/No Credit","True","ENGR","CIVENVRENG","False","False","False","False","False","False","True","False"
"103440","2022-2023","CEE 64","CEE","Air Pollution and Global Warming: History, Science, and Solutions (CEE 263D)","Survey of Survey of air pollution and global warming and their renewable energy solutions. Topics: evolution of the Earth's atmosphere, history of discovery of chemicals in the air, bases and particles in urban smog, visibility, indoor air pollution, acid rain, stratospheric and Antarctic ozone loss, the historic climate record, causes and effects of global warming, impacts of energy systems on pollution and climate, renewable energy solutions to air pollution and global warming. UG Reqs: GER: DBNatSci","3","3","False","Letter or Credit/No Credit","True","ENGR","CIVENVRENG","False","False","False","False","False","False","True","False"
"103441","2022-2023","CEE 70","CEE","Environmental Science and Technology (ENGR 90)","Introduction to environmental quality and the technical background necessary for understanding environmental issues, controlling environmental degradation, and preserving air and water quality. Material balance concepts for tracking substances in the environmental and engineering systems.","3","3","False","Letter or Credit/No Credit","False","ENGR","CIVENVRENG","False","True","False","False","False","False","False","False"
"103449","2022-2023","CEE 100","CEE","Managing Sustainable Building Projects","Managing the life cycle of buildings from the owner, designer, and contractor perspectives emphasizing sustainability goals; methods to define, communicate, coordinate, and manage multidisciplinary project objectives including scope, quality, life cycle cost and value, schedule, safety, energy, and social concerns; roles, responsibilities, and risks for project participants; virtual design and construction methods for product, organization, and process modeling; lifecycle assessment methods; individual writing assignment related to a real world project.  Fulfills WIM requirement for CEE majors. Co-taught with ARCH 542/741 Managing Sustainable Design and Decarbonization Projects at Howard University.","4","4","False","Letter (ABCD/NP)","True","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"103450","2022-2023","CEE 101A","CEE","Mechanics of Materials","Introduction to beam and column theory. Normal stress and strain in beams under various loading conditions; shear stress and shear flow; deflections of determinate and indeterminate beams; analysis of column buckling; structural loads in design; strength and serviceability criteria. Lab experiments. Prerequisites: ENGR 14.","4","4","False","Letter (ABCD/NP)","True","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"103451","2022-2023","CEE 101B","CEE","Mechanics of Fluids","Physical properties of fluids and their effect on flow behavior; equations of motion for incompressible ideal flow, including the special case of hydrostatics; continuity, energy, and momentum principles; control volume analysis; laminar and turbulent flows; internal and external flows in specific engineering applications including pipes and open channels; elements of boundary-layer theory. Laboratory exercises to illustrate key principles. Prerequisites: E14, Physics 41, Math 51, or CME 100.","4","4","False","Letter or Credit/No Credit","True","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"103452","2022-2023","CEE 101C","CEE","Geotechnical Engineering","Introduction to the principles of soil mechanics. Soil classification, shear strength and stress-strain behavior of soils, consolidation theory, analysis and design of earth retaining structures, introduction to shallow and deep foundation design, slope stability. Lab projects. Prerequisite: ENGR 14. Recommended: 101A.","3","4","False","Letter or Credit/No Credit","True","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"103453","2022-2023","CEE 101D","CEE","Computations in Civil and Environmental Engineering (CEE 201D)","Computational and visualization methods in the design and analysis of civil and environmental engineering systems. Focus is on applications of MATLAB. How to develop a more lucid and better organized programming style.","3","3","False","Letter or Credit/No Credit","True","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"103455","2022-2023","CEE 102A","CEE","Legal / Ethical Principles in Design, Construction, Project Delivery","Introduction to the key legal principles affecting design, construction and the delivery of infrastructure projects. The course begins with an introduction to the structure of law, including principles of contract, negligence, professional responsibility, intellectual property, land use and environmental law, then draws on these concepts to examine current and developing means of project delivery.  Limited class size.  Enrollment preference given to undergraduates majoring in CE and EnvSE. Undergraduates wishing to have CEE 102A count as their Technology in Society (TiS) class must take it for a letter grade.","3","3","False","Letter (ABCD/NP)","True","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"129085","2022-2023","CEE 107A","CEE","Understand Energy (CEE 207A, EARTHSYS 103, ENERGY 107A, ENERGY 207A)","Energy is the number one contributor to climate change and has significant consequences for our society, political system, economy, and environment. Energy is also a fundamental driver of human development and opportunity. In taking this course, students will not only understand the fundamentals of each energy resource - including significance and potential, conversion processes and technologies, drivers and barriers, policy and regulation, and social, economic, and environmental impacts - students will also be able to put this in the context of the broader energy system. Both depletable and renewable energy resources are covered, including oil, natural gas, coal, nuclear, biomass and biofuel, hydroelectric, wind, solar thermal and photovoltaics (PV), geothermal, and ocean energy, with cross-cutting topics including electricity, storage, climate change and greenhouse gas emissions (GHG), sustainability, green buildings, energy efficiency, transportation, and the developing world. The 4 unit course includes lecture and in-class discussion, readings and videos, homework assignments, one on-campus field trip during lecture time and two off-campus field trips with brief report assignments. Off-campus field trips to wind farms, solar farms, nuclear power plants, natural gas power plants, hydroelectric dams, etc. Enroll for 5 units to also attend the Workshop, an interactive discussion section on cross-cutting topics that meets once per week for 80 minutes (Mondays, 12:30 PM - 1:50 PM). Open to all: pre-majors and majors, with any background! Website: https://understand-energy-course.stanford.edu/ CEE 107S/207S Understand Energy: Essentials is a shorter (3 unit) version of this course, offered summer quarter. Students should not take both for credit. Prerequisites: Algebra.","3","5","False","Letter or Credit/No Credit","True","ENGR","CIVENVRENG","False","False","False","False","False","False","False","True"
"215295","2022-2023","CEE 107S","CEE","Understand Energy - Essentials (CEE 207S)","Energy is the number one contributor to climate change and has significant consequences for our society, political system, economy, and environment. Energy is also a fundamental driver of human development and opportunity. Students will learn the fundamentals of each energy resource -- including significance and potential, drivers and barriers, policy and regulation, and social, economic, and environmental impacts -- and will be able to put this in the context of the broader energy system. Both depletable and renewable energy resources are covered, including oil, natural gas, coal, nuclear, biomass and biofuel, hydroelectric, wind, solar thermal and photovoltaics (PV), geothermal, and ocean energy, with cross-cutting topics including electricity, storage, hydrogen, climate change and greenhouse gas emissions (GHG), sustainability, green buildings, energy efficiency, transportation, and the developing world. The course is 3 units, which includes lecture, readings and videos, and homework assignments. This is a course for all: pre-majors and majors, with any background - no prior energy knowledge necessary. For a course that covers all of this plus goes more in-depth, check out CEE 107A/207A - ENERGY 107A/207A - EarthSys 103 Understand Energy offered in the autumn and spring quarters (students should not take both for credit). Website: https://understand-energy-course.stanford.edu/ Prerequisites: Algebra.","3","3","False","Letter or Credit/No Credit","True","ENGR","CIVENVRENG","False","False","False","False","False","False","False","True"
"103468","2022-2023","CEE 122A","CEE","Computer Integrated Architecture/Engineering/Construction (A/E/C)","Undergraduates serve as apprentices to graduate students in the AEC global project teams in CEE 222A. Apprentices participate in all activities of the AEC team, including the goals, objectives, constraints, tasks, and process of a crossdisciplinary global AEC teamwork in the concept development phase of a comprehensive building project. Prerequisite: consent of instructor based on interview with Instructor in Autumn Quarter.","2","2","False","Letter (ABCD/NP)","False","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"103469","2022-2023","CEE 122B","CEE","Computer Integrated A/E/C","Undergraduates serve as apprentices to graduate students in the AEC global project teams in CEE 222B. Project activity focuses on modeling, simulation, life-cycle cost, and cost benefit analysis in the project development phase. Prerequisite: CEE 122A.","3","3","False","Letter or Credit/No Credit","False","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"223121","2022-2023","CEE 130B","CEE","Quest for an Inclusive Clean Energy Economy (CEE 330B)","Building bridges across the clean energy divide involves addressing barriers to participation. These barriers affect the pace of investment, especially for distributed energy solutions such as building energy upgrades, on-site solar, and transportation electrification. This course will explore innovative business models that are responsive to calls for equity and inclusion, and it will give special attention to California's ongoing clean energy finance rulemaking in the utility sector to open the clean energy economy for all.","3","4","False","Letter (ABCD/NP)","True","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"222907","2022-2023","CEE 130R","CEE","Racial Equity in Energy (AFRICAAM 131, CEE 330)","The built environment and the energy systems that meet its requirements is a product of decisions forged in a context of historical inequity produced by cultural, political, and economic forces expressed through decisions at individual and institutional levels. This interdisciplinary course will examine the imprint of systemic racial inequity in the U.S. that has produced a clean energy divide and a heritage of environmental injustice. Drawing on current events, students will also explore contemporary strategies that center equity in the quest for rapid technology transitions in the energy sector to address climate change, public health, national security, and community resilience. Prerequisites: By permission of the instructor. Preferable to have completed Understand Energy ( CEE 107A/207A/ EarthSys 103/ CEE 107S/207S) or a similar course at another institution if a graduate student.","2","3","False","Letter or Credit/No Credit","False","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"217205","2022-2023","CEE 131C","CEE","How Buildings are Made -- Materiality and Construction Methods","This course will provide an introduction to the materials and methods used in building construction. A combination of in-class lectures, reading assignments, and building site visits will provide students with an awareness of construction materials and their use within building systems. All relevant building types and construction materials will be explored, including wood, steel, concrete and  masonry. Building foundations and basic structural systems will be explained. Building envelope elements will be considered, with an analysis of various glass and glazing materials, cladding types, and roofing systems. Interior Floor, wall and ceiling finishes will be discussed.  New and emerging building trends will also be examined, wuch as prefabricated and modular construction. Guest presenters, drawn from Bay Area consulting firms, will cover several topics of interest. Students will have an opportunity to experience real world material applications at local construction sites, and gain a thorough understanding of the construction process.","4","4","False","Letter (ABCD/NP)","False","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"202122","2022-2023","CEE 139","CEE","Design Portfolio Methods (CEE 239)","The portfolio is an essential creative tool used to communicate academic work, design philosophies, and professional intent. This course will explore elements of graphic design, presentation, communication, binding, printing, and construction, yielding a final portfolio (physical and digital) for professional, academic or personal purposes. Limited enrollment. Prerequisites: two Art, Design, or Architecture studio courses, or consent of instructor.","4","4","False","Letter or Credit/No Credit","False","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"210194","2022-2023","CEE 141B","CEE","Infrastructure Project Delivery (CEE 241B)","Infrastructure is critical to the economy, global competitiveness and quality of life. Topics include transportation, social infrastructure, energy, water and communications sectors. Analysis of how projects are designed, constructed, operated, and maintained. Focus is on public works projects globally, alternative project delivery approaches and organizational strategies. Case studies include three real infrastructure megaprojects managed by the Instructor while in Industry. Nine integrated guest lecturers from Industry supplement specific functional areas of expertise. Student teams prepare competing design/build/finance/operate/maintain (DBFOM) proposals for a large infrastructure project.","3","3","False","Letter (ABCD/NP)","True","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
"224775","2022-2023","CEE 145E","CEE","Equitable Infrastructure Solutions (CEE 245E)","The built environment enables access to economic and social mobility, however access to such systems is not uniform across communities. This creates infrastructure inequity. Climate change threatens to exacerbate existing inequities in interdependent infrastructure systems such as energy, transportation, air, and water/wastewater to name a few. The engineer of tomorrow must understand the inequities in the system and the policies that produced them in order to develop robust and innovative approaches to design and manage future systems. This course will introduce students to the prominent theories of equity and environmental justice with a focus on implementation for infrastructure. Students will learn the limitations of decontextualized technical engineering solutions and their impacts on society. Upon completion of the course, students will understand how to abstract and develop models that incorporate elements of equity and justice in civil engineering systems. This course is designed to prepare next generation engineers for careers in which they will participate in projects that directly affect historically marginalized communities.Who can take the course: It is going to be a graduate course, so students should have completed an engineering degree OR are in their final year of their degreePrerequisites: There are no pre-requisites, however familiarity with engineered systems is expected","3","3","False","Letter or Credit/No Credit","True","ENGR","CIVENVRENG","False","False","False","False","False","False","False","False"
